DR:YA	DARK REIGN: YOUNG AVENGERS	2009
DR:Z	DARK REIGN: ZODIAC	2009
DRAFT	DRAFT	1988
DRAX	DRAX	2005-2006
DRL:A	DARK REIGN LIST: AVENGERS	2009
DRL:ASM	DARK REIGN LIST: AMAZING SPIDER-MAN	2010
DRL:DD	DARK REIGN LIST: DAREDEVIL	2009
DRL:H	DARK REIGN LIST: HULK	2009
DRL:P	DARK REIGN LIST: PUNISHER	2009
DRL:SECWARR	DARK REIGN LIST: SECRET WARRIORS	2009
DRL:W	DARK REIGN LIST: WOLVERINE	2009
DRL:X	DARK REIGN LIST: X-MEN	2009
DRSP	DOCTOR SPECTRUM	2004-2005
DRUID	DRUID	1995
DRV	DOCTOR VOODOO: AVENGER OF THE SUPERNATURAL	2009-2010
DRV:OJD	DOCTOR VOODOO: ORIGIN OF JERICHO DRUMM	2010
DS	DOCTOR STRANGE	1968-1969
DS2	DOCTOR STRANGE VOL. 2 (MASTER OF THE MYSTIC ARTS)	1974-1987
DS3	DOCTOR STRANGE VOL. 3 (SORCEROR SUPREME)	1988-1996
DS4	DOCTOR STRANGE VOL. 4 (FLIGHT OF BONES)	1999
DS&WG	DARKSTAR & THE WINTER GUARD	2010
DS:OATH	DOCTOR STRANGE: OATH	2006-2007
DS:WDS	DR. STRANGE: WHAT IS IT THAT DISTURBS YOU, STEPHEN?	1997
DW	DEATH WRECK	1994
DWD	DANCES WITH DEMONS	1993
DWM	DOCTOR WHO MAGAZINE	
DX	DISTRICT X	2004-2005
E	ETERNALS	1976-1978
E2	ETERNALS VOL. 2	1985-1986
E3	ETERNALS VOL. 3	2006-2007
E4	ETERNALS VOL. 4	2008-2009
E:AN	ETERNALS: APOCALYPSE NOW	1999
E:HEROD	ETERNALS: HEROD FACTOR	1991
EAGLE	EAGLE	1941
EARX	EARTH X	1999-2000
EARX X	EARTH X X	2000
EARXC	EARTH X COLLECTION	2001
EF	EMMA FROST	2003-2005
EHA	ENTER THE HEROIC AGE	2010
EL	ELEKTRA	1996-1998
EL2	ELEKTRA VOL. 2	2001-2004
EL&W:R	ELEKTRA & WOLVERINE: REDEEMER	2002
EL/CYBLADE	ELEKTRA/CYBLADE	1997
EL:A	ELEKTRA: ASSASSIN	1986-1987
EL:G&E	ELEKTRA: GLIMPSE & ECHO	2002
EL:HAND	ELEKTRA: HAND	2004-2005
EL:ROE	ELEKTRA: ROOT OF EVIL	1995
ELIM	ELIMINATOR	1995
ELVEN	ELVEN	1994-1995
EPICI	EPIC ILLUSTRATED (MAGAZINE)	1980-1986
EPICGN:PRBN	EPIC GRAPHIC NOVEL: PUNISHER: RETURN TO BIG NOTHING	1989
EUR	EUROPA	
EX	EXILES (by MALIBU)	1993
EX2	(ALL-NEW) EXILES VOL. 2 (by MALIBU)	1995-1996
EX3	EXILES VOL. 3 (by MARVEL)	2001-2008
EX4	(NEW) EXILES VOL. 4 (by MARVEL)	2008-2009
EX5	EXILES VOL. 5 (by MARVEL)	2008-2009
EX &infin;	EXILES &infin;	1995
EX:DTN	EXILES: DAYS OF THEN AND NOW	2008
EXODUS	DARK AVENGERS/UNCANNY X-MEN: EXODUS	2009
EXVX	(ALL-NEW) EXILES VS. X-MEN	1995
F.F.	FF	2011-2012
F.F.2	FF VOL. 2	2013-2014
F/A	FURY/AGENT 13	1998
F/BW:DD	FURY/BLACK WIDOW: DEATH DUTY	1995
FA	FALLEN ANGELS	1987
FAL	FALCON	1983-1984
FARM	FIREARM	1993-1995
FC	FRANKEN-CASTLE	2010
FCBD09:A	FREE COMIC BOOK DAY 2009: AVENGERS	2009
FCBD09:W	FREE COMIC BOOK DAY 2009: WOLVERINE	2009
FCBD10:IM/T	FREE COMIC BOOK DAY 2010: IRON MAN/THOR	2010
FF	FANTASTIC FOUR	1961-1996, 2003-2011, 2012
FF2	FANTASTIC FOUR VOL. 2	1996-1997
FF3	FANTASTIC FOUR VOL. 3	1998-2003
FF4	FANTASTIC FOUR VOL. 4	2013-2014
FF5	FANTASTIC FOUR VOL. 5	2014-
FF&PP	FANTASTIC FOUR & POWER PACK	2007
FF/FF	FANTASTIC FOUR/FANTASTIC FOUR	1998
FF/IM:BIJ	FANTASTIC FOUR/IRON MAN: BIG IN JAPAN	2005-2006
FF:AR	FANTASTIC FOUR: ATLANTIS RISING	1995
FF:DEATH	FANTASTIC FOUR: DEATH IN THE FAMILY	2006
FF:FF	FANTASTIC FOUR: FIRST FAMILY	2006
FF:FOES	FANTASTIC FOUR: FOES	2005
FF:HOM	FANTASTIC FOUR: HOUSE OF M	2005
FF:IDLM	FANTASTIC FOUR: ISLA DE LA MUERTE	2008
FF:NGOA	FANTASTIC FOUR: NOBODY GETS OUT ALIVE TPB	1994
FF:SE	FANTASTIC FOUR: SPECIAL EDITION	1984
FF:TS	FANTASTIC FOUR: TRUE STORY	2008-2009
FF2099	FANTASTIC FOUR 2099	1996
FFCSS	FANTASTIC FOUR COSMIC SIZE SPECIAL	2009
FFFR	FIN FANG FOUR RETURN!	2009
FFIVE	FANTASTIC FIVE	1999-2000
FFIVE2	FANTASTIC FIVE VOL. 2	2007
FFOR	FANTASTIC FORCE	1994-1996
FFOR2	FANTASTIC FORCE VOL. 2	2009
FFSINBAD	FANTASTIC 4TH VOYAGE OF SINBAD	2001
FFSPEC	FANTASTIC FOUR SPECIAL	2006
FFU	FANTASTIC FOUR UNLIMITED	1993-1995
FFUP	FANTASTIC FOUR UNPLUGGED	1995-1996
FFV.X	FANTASTIC FOUR VS. X-MEN	1987
FFWGCM	FANTASTIC FOUR WORLD'S GREATEST COMIC MAGAZINE	2001-2002
FFWS	FANTASTIC FOUR WEDDING SPECIAL	2006
FI	FEAR ITSELF	2011
FI:BS	FEAR ITSELF: BOOK OF THE SKULL	2011
FI:DEEP	FEAR ITSELF: DEEP	2011
FI:DPOOL	FEAR ITSELF: DEADPOOL	2011
FI:FEARLESS	FEAR ITSELF: FEARLESS	2011-2012
FI:FF	FEAR ITSELF: FF	2011
FI:HF	FEAR ITSELF: HOME FRONT	2011
FI:SM	FEAR ITSELF: SPIDER-MAN	2011
FI:UXFOR	FEAR ITSELF: UNCANNY X-FORCE	2011
FI:W	FEAR ITSELF: WOLVERINE	2011
FI:WORTHY	FEAR ITSELF: WORTHY	2011
FIGHT-MAN	FIGHT-MAN	1993
FLANE	FAST LANE	1999-2000
FLOOD	FLOOD RELIEF	1994
FMON	FRANKENSTEIN MONSTER	1973-1975
FNSM	FRIENDLY NEIGHBORHOOD SPIDER-MAN	2005-2007
FOH:A	FALL OF THE HULKS: ALPHA	2010
FOH:G	FALL OF THE HULKS: GAMMA	2010
FOH:RH	FALL OF THE HULKS: RED HULK	2010
FOH:SS-H	FALL OF THE HULKS: SAVAGE SHE-HULKS	2010
FOOL	FOOLKILLER	1990-1991
FORTUNE	DOMINIC FORTUNE	2009-2010
FOS	FURY OF SHIELD	1995
FOUR	MARVEL KNIGHTS: 4	2004-2006
FOXFIRE	FOXFIRE	1996
FREEX	FREEX	1993-1995
FRONTIER	MARVEL FRONTIER COMICS SPECIAL	1994
FS	FIRESTAR	1986
FS2	FIRESTAR VOL. 2	2010
FS:A	FALLEN SON: AVENGERS	2007
FS:CA	FALLEN SON: CAPTAIN AMERICA	2007
FS:IM	FALLEN SON: IRON MAN	2007
FS:SM	FALLEN SON: SPIDER-MAN	2007
FS:W	FALLEN SON: WOLVERINE	2007
FURY	FURY	1994
FW	FORCE WORKS	1994-1996
FX	FACTOR X	1995
FXM	FIRST X-MEN	2012-2013
G&B	GAMBIT & BISHOP: SONS OF THE ATOM	2001
G&BALPHA	GAMBIT & BISHOP ALPHA	2001
GAL	GALACTUS	1999-2000
GALG	GALACTIC GUARDIANS	1994
GAM	GAMBIT	1993-1994
GAM2	GAMBIT VOL. 2	1997
GAM3	GAMBIT VOL. 3	1999-2001
GAM4	GAMBIT VOL. 4	2004-2005
GAM5	GAMBIT VOL. 5	2012-2013
GAM&XT	GAMBIT & THE X-TERNALS	1995
GAMCC	GAMBIT CYBER COMIC	
GARG	GARGOYLE	1985
GD	GENE DOGS	1993-1994
GENETIX	GENETIX	1993-1994
GENH	GENERATION HOPE	2011-2012
GENM	GENERATION M	2005-2006
GENNXT	GENERATION NEXT	1995
GENX	GENERATION X	1994-2001
GENX/D	GENERATION X/DRACULA	1998
GENX:OV	GENERATION X: OPENING VOLLEY	1994
GENXHOL	GENERATION X HOLIDAY SPECIAL	1998
GENXUS	GENERATION X UNDERGROUND SPECIAL	1998
GG	GREEN GOBLIN	1995-1996
GIRL COMICS	GIRL COMICS	2010
GK	GET KRAVEN	2002-2003
GL/SS	GREEN LANTERN/SILVER SURFER	1995
GLA	GREAT LAKES AVENGERS	2005
GLX-MAS	GLX-MAS	2006
GODWHEEL	GODWHEEL	1995
GOLDILUX	GOLDILUX (DRAGON'S CLAWS #6)	1988
GOTG	GUARDIANS OF THE GALAXY	1990-1995
GOTG2	GUARDIANS OF THE GALAXY VOL. 2	2008-2010
GOTG3	GUARDIANS OF THE GALAXY VOL. 3	2013-
GR	GHOST RIDER	1967
GR2	GHOST RIDER VOL. 2	1973-1983
GR3	GHOST RIDER VOL. 3	1990-1998
GR4	GHOST RIDER VOL. 4	2001-2002
GR5	GHOST RIDER VOL. 5	2005-2006
GR6	GHOST RIDER VOL. 6	2006-2009
GR7	GHOST RIDER VOL. 7	2011-2012
GR8	(ALL-NEW) GHOST RIDER VOL. 8	2014-
GR/BALLISTIC	GHOST RIDER/BALLISTIC	1997
GR/CA:FEAR	GHOST RIDER/CAPTAIN AMERICA: FEAR	1992
GR/W/P:DD	GHOST RIDER/WOLVERINE/PUNISHER: DARK DESIGN	1994
GR/W/P:HOD	GHOST RIDER/WOLVERINE/PUNISHER: HEARTS OF DARKNESS	1991
GR:DK	GHOST RIDER: DANNY KETCH	2008-2009
GR:TT	GHOST RIDER: TRAIL OF TEARS	2007
GR2099	GHOST RIDER 2099	1994-1996
GRAVITY	GRAVITY	2005
GRS:C	GHOST RIDERS: CROSSROADS	1995
GRS:HOF	GHOST RIDERS: HEAVEN'S ON FIRE	2009-2010
GSA	GIANT-SIZE AVENGERS	1974-1975
GSA2	GIANT-SIZE AVENGERS VOL. 2	2008
GSASTONX	GIANT-SIZE ASTONISHING X-MEN	2008
GSCH	GIANT-SIZE CHILLERS	1974
GSCR	GIANT-SIZE CREATURES	1974
GSD	GIANT-SIZE DRACULA	1974-1975
GSDEF	GIANT-SIZE DEFENDERS	1974-1975
GSFF	GIANT-SIZE FANTASTIC FOUR	1974-1975
GSFREEX	GIANT-SIZE FREEX	1994
GSH2	GIANT-SIZE HULK VOL. 2	2006
GSH3	GIANT-SIZE HULK VOL. 3	2008
GSINV	GIANT-SIZE INVADERS	1975-2005
GSKC	GIANT-SIZE KID COLT	1975
GSM-T	GIANT-SIZE MAN-THING	1974-1975
GSMANTRA	GIANT-SIZE MANTRA	1994
GSMM/SPIDEY	GIANT-SIZE MINI-MARVELS STARRING SPIDEY	2002
GSMOKF	GIANT-SIZE MASTER OF KUNG FU	1974-1975
GSMSM	GIANT-SIZE MS. MARVEL	2006
GSPRO	GIANT-SIZE PROTOTYPE	1994
GSRUNE	GIANT-SIZE RUNE	1995
GSS-M	GIANT-SIZE SPIDER-MAN	1974-1975
GSS-W	GIANT-SIZE SPIDER-WOMAN	2005
GSSH	GIANT-SIZE SUPER-HEROES	1974
GSSS	GIANT-SIZE SUPER-STARS	1974
GSSVTU	GIANT-SIZE SUPER-VILLAIN TEAM-UP	1975
GSW	GIANT-SIZE WOLVERINE	2006
GSWARS	GIANT-SIZE WARSTRIKE	1994
GSWBN	GIANT-SIZE WEREWOLF BY NIGHT	1974-1975
GSWRATH	GIANT-SIZE WRATH	1994
GSX	GIANT-SIZE X-MEN	1975-2005
GUARD	IMPERIAL GUARD	1997
GUN	GUNHAWKS	1972-1973
GUN RUNNER	GUN RUNNER	1993-1994
GZILL	GODZILLA	1977-1979
H	HULK (INCREDIBLE)	1962-1963
H2	HULK VOL. 2 (INCREDIBLE)	1968-1999, 2009-2011
H3	HULK VOL. 3 (INCREDIBLE)	1999-2008
H4	HULK VOL. 4	2008-2012
H5	HULK VOL. 5 (INCREDIBLE)	2011-2012
H6	HULK VOL. 6 (INDESTRUCTIBLE)	2013-2014
H7	HULK VOL. 7	2014-
H&PP	HULK AND POWER PACK	2007
H&W:M	HAVOK & WOLVERINE: MELTDOWN	1988-1989
H&W:M TPB	HAVOK & WOLVERINE: MELTDOWN TRADE PAPERBACK	1990
H/SUB-M	HULK/SUB-MARINER	1998
H/T:HK	HULK/THING: HARD KNOCKS	2004-2005
H/V	HULK VS. VENOM	1994
H:BW	HULK: BROKEN WORLDS	2009
H:D	HULK: DESTRUCTION	2005
H:FI	HULK: FUTURE IMPERFECT	1992-1993
H:G	HULK: GRAY	2003-2004
H:HU	HULK: HERCULES UNLEASHED	1996
H:LBB	HULK: LET THE BATTLE BEGIN	2010
H:NM	HULK: NIGHTMERICA	2003-2004
H:RT	HULK: RAGING THUNDER	2008
H:WG	HULK: WINTER GUARD	2010
H-M	HIT-MONKEY	2010
H-M2	HIT-MONKEY VOL. 2	2010
H2099	HULK 2099	1994-1995
HA	HELL'S ANGEL	1992
HA:OML	HEROIC AGE: ONE MONTH TO LIVE	2010
HA:PP	HEROIC AGE: PRINCE OF POWER	2010
HARD	HARDCASE	1993
HARDASH	HARDCASE ASHCAN	1993-1995
HAWK	HAWKEYE	1983
HAWK2	HAWKEYE VOL. 2	1994
HAWK3	HAWKEYE VOL. 3	1998
HAWK4	HAWKEYE VOL. 4	2003-2004
HAWK5	HAWKEYE VOL. 5	2012-
HAWK&MOCK	HAWKEYE & MOCKINGBIRD	2010-2011
HAWK:BS	HAWKEYE: BLINDSPOT	2011
HC	HULK COMIC (British Comic)	1979-1980
HCAT	HELLCAT	2000
HERALDS	HERALDS	2010
HERC	HERC	2011-2012
HERC:FA	HERCULES: FALL OF AN AVENGER	2010
HERCULES	HERCULES	2005
HERCULES2	HERCULES VOL. 2 (INCREDIBLE)	2008-2010
HERCULESHOC	HERCULES AND THE HEART OF CHAOS	1997
HF:GG	HULK FAMILY: GREEN GENES	2009
HFFF	HULK VS. FIN FANG FOOM	2008
HFH	HEROES FOR HIRE	1997-1999
HFH2	HEROES FOR HIRE VOL. 2	2006-2007
HFH3	HEROES FOR HIRE VOL. 3	2011
HFH/QS	HEROES FOR HIRE/QUICKSILVER	1998
HFLY	HUMAN FLY	1977-1979
HMAG	HULK MAGAZINE	1978-1981
HMSS	HULK MONSTER SIZED SPECIAL	2008
HNT	HIGH NOON TEX	
HOH	HAUNT OF HORROR (MAGAZINE)	1974-1975
HOM	HOUSE OF M	2005
HOM:DA	HOUSE OF M: DAY AFTER	2006
HOPE	HEROES FOR HOPE	1985
HOOD	HOOD	2002
HOUTH	HULKED OUT HEROES	2010
HR	HEROES REBORN	1996
HR:R	HEROES REBORN: RETURN	1997
HR:YOUNG ALLIES	HEROES REBORN: YOUNG ALLIES	2000
HS	HULK SMASH	2001
HS:PL	HELLSTORM: PRINCE OF LIES	1993-1994
HSA	HULK SMASH AVENGERS	2012
HT	HUMAN TORCH	1940-1954
HT3	HUMAN TORCH VOL. 3	2003-2004
HT70AS	HUMAN TORCH 70TH ANNIVERSARY SPECIAL	2009
HTD	HOWARD THE DUCK	1976-1986
HTD2	HOWARD THE DUCK VOL. 2	2002
HTD3	HOWARD THE DUCK VOL. 3	2007-2008
HTD MAG	HOWARD THE DUCK (MAGAZINE)	1979-1981
HTDHS	HOWARD THE DUCK HOLIDAY SPECIAL	1997
HTU	HULK TEAM-UP	2009
HUNGER	HUNGER	2013
HVHERC	HULK VS. HERCULES: WHEN TITANS COLLIDE	2008
HW:6H	HULK/WOLVERINE: SIX HOURS	2003
I&hearts;M/:AI	I &hearts; MARVEL: AI	2006
I&hearts;M/:MI	I &hearts; MARVEL: MASKED INTENTIONS	2006
I&hearts;M/:MMH	I &hearts; MARVEL: MY MUTANT HEART	2006
I&hearts;M/:OL	I &hearts; MARVEL: OUTLAW LOVE	2006
I&hearts;M/:WOR	I &hearts; MARVEL: WEB OF ROMANCE	2006
IA	INFINITY ABYSS	2002
IAAA	I AM AN AVENGER	2010-2011
IAGE	IRON AGE	2011
IAGE:A	IRON AGE: ALPHA	2011
IAGE:O	IRON AGE: OMEGA	2011
IC	INFINITY CRUSADE	1993
ICE	ICEMAN	1984-1985
ICE2	ICEMAN VOL. 2	2001-2002
IDDISC	IDENTITY DISC	2004
IDEAL COMICS	IDEAL COMICS	1944-1946
IDH	INCOMPLETE DEATH'S HEAD	1993
IF	IRON FIST	1975-1977
IF2	IRON FIST VOL. 2	1996
IF3	IRON FIST VOL. 3	1998
IF4	IRON FIST VOL. 4	2004
IF5	IRON FIST VOL. 5 (IMMORTAL)	2007-2009
IF6	IRON FIST VOL. 6 (LIVING WEAPON)	2014-2015
IF:DQOC	IMMORTAL IRON FIST: ORSON RANDALL AND THE DEATH QUEEN OF CALIFORNIA	2008
IF:GMOD	IMMORTAL IRON FIST: ORSON RANDALL AND THE GREEN MIST OF DEATH	2008
IFW	IRON FIST/WOLVERINE	2000-2001
IG	INFINITY GAUNTLET	1991
IM	IRON MAN (INVINCIBLE)	1968-1996, 2011-2012
IM2	IRON MAN VOL. 2	1996
IM3	IRON MAN VOL. 3 (INVINCIBLE)	1998-2004
IM4	IRON MAN VOL. 4 (INVINCIBLE/DIRECTOR OF SHIELD	2005-2009
IM5	IRON MAN VOL. 5 (INVINCIBLE)	2008-2011
IM6	IRON MAN VOL. 6	2013-2014
IM&PP	IRON MAN & POWER PACK	2008
IM&SM	IRON MAN & SUB-MARINER	1968
IM/CA	IRON MAN/CAPTAIN AMERICA	1998
IM/CA:COW	IRON MAN/CAPTAIN AMERICA: CASUALTIES OF WAR	2007
IM/T	IRON MAN/THOR	2011
IM:BB	IRON MAN: BAD BLOOD	2000
IM:EM	IRON MAN: ENTER THE MANDARIN	2007-2008
IM:HOM	IRON MAN: HOUSE OF M	2005
IM:HYPER	IRON MAN: HYPERVELOCITY	2007
IM:IA	IRON MAN: IRON AGE	1998
IM:INEV	IRON MAN: INEVITABLE	2006
IM:IP	IRON MAN: IRON PROTOCOLS	2009
IM:K&K	IRON MAN: KISS & KILL	2010
IM:LEG	IRON MAN: LEGACY	2010-2011
IM:LOD	IRON MAN: LEGACY OF DOOM	2008
IM:T	IRON MAN: TITANIUM	2010
IM2.0	IRON MAN 2.0	2011-2012
IM2020	IRON MAN 2020	1994
IMSVS 	IMPOSSIBLE MAN SUMMER VACATION SPECTACULAR	1990-1991
INDIM	INDOMITABLE IRON MAN	2010
INFINITY	INFINITY	2013
INHUMAN	INHUMAN	2014-
INHUMANS	INHUMANS	1975-1977
INHUMANS2	INHUMANS VOL. 2	1998-1999
INHUMANS3	INHUMANS VOL. 3	2000
INHUMANS4	INHUMANS VOL. 4	2003-2004
INHUMANS:GR	INHUMANS: GREAT REFUGE	1995
INHUMANS:US	INHUMANS: UNTOLD SAGA	1990
INV	INVADERS	1975-1979
INV2	INVADERS VOL. 2	1993
INV3	INVADERS VOL. 3 (NEW)	2004
INV4	INVADERS VOL. 4 (NOW)	2010-2011
INV5	INVADERS VOL. 5 (ALL-NEW)	2014-2015
IRONMEN	IRON MEN	2001
IRRANT	IRREDEEMABLE ANT-MAN	2006-2007
IW	INFINITY WAR	1992
IWEAP	IMMORTAL WEAPONS	2009-2010
J2	J2	1998-1999
J:ED	JUGGERNAUT: EIGHTH DAY	1999
JA	JUNGLE ACTION	1972-1976
JIM	JOURNEY INTO MYSTERY	1952-1966, 1996-1998
JLA/A	JUSTICE LEAGUE OF AMERICA/AVENGERS	2003-2004
JOH	JACK OF HEARTS	1984
JOURNEY INTO UNKNOWN WORLDS	JOURNEY INTO UNKNOWN WORLDS	1951-1957
JUBILEE	JUBILEE	2004-2005
JUGGERNAUT	JUGGERNAUT	1997
JUSTICE	JUSTICE	1986-1989
JUSTICE2	JUSTICE VOL. 2	1994
KBSS	KENT BLAKE OF THE SECRET SERVICE	1951-1953
KC	KID COLT	2009
KCO	KID COLT OUTLAW	1948-1979
KEY	KILLPOWER: EARLY YEARS	1993
KI	KICKERS INC.	1986-1987
KID KOMICS	KID KOMICS	1943-1946
KLAWS	KLAWS OF THE PANTHER	2010-2011
KOP	KNIGHTS OF PENDRAGON	1990-1991
KOP2	KNIGHTS OF PENDRAGON VOL. 2	1992-1993
KP&W	KITTY PRYDE & WOLVERINE	1984-1985
KP:S&F	KITTY PRYDE: SHADOW & FLAME	1997-1998
KPAOS	KITTY PRYDE, AGENT OF SHIELD	1997-1998
KSC	KING-SIZE CABLE	2008
KSH	KING-SIZE HULK	2008
KULL	KULL	1971-1978
KULL3	KULL VOL. 3	
KZ	KA-ZAR	1970-1971
KZ2	KA-ZAR VOL. 2 (LORD OF THE HIDDEN JUNGLE)	1974-1977
KZ3	KA-ZAR VOL. 3 (THE SAVAGE)	1981-1984
KZ4	KA-ZAR VOL. 4	1997-1998
KZ5	KA-ZAR VOL. 5	2011
KZSL	KA-ZAR OF THE SAVAGE LAND	1997
L	LOGAN	2008
L&TDH	LIFE & TIMES OF DEATH'S HEAD TPB	1990
L:PW	LOGAN: PATH OF THE WARLORD	1996
L:SS	LOGAN: SHADOW SOCIETY	1996
LASTDEF	LAST DEFENDERS	2008
LAWBREAKERS ALWAYS LOSE	LAWBREAKERS ALWAY LOSE!	1948-1949
LCHFH	LUKE CAGE, HERO FOR HIRE	1972-1973
LFSM	LETHAL FOES OF SPIDER-MAN	1993
LHS	LAST HERO STANDING	2005
LIGHTNING COMICS	LIGHTNING COMICS	1940-1941
LIGHTNING COMICS2	LIGHTNING COMICS VOL. 2	1941
LIGHTNING COMICS3	LIGHTNING COMICS VOL. 3	1942
LITTLE LIZZIE	LITTLE LIZZIE	1949-1950
LOM	LEGION OF MONSTERS (MAGAZINE)	1977
LOM2	LEGION OF MONSTERS VOL. 2	2011-2012
LOM:M	LEGION OF MONSTERS: MORBIUS	2007
LOM:M-T	LEGION OF MONSTERS: MAN-THING	2007
LOM:S	LEGION OF MONSTERS: SATANA	2007
LOM:WBN	LEGION OF MONSTERS: WEREWOLF BY NIGHT	2007
LON	LEGION OF NIGHT	1991
LONERS	LONERS	2007-2008
LPS	LAST PLANET STANDING	2006
LPUMP	LORD PUMPKIN	1994
LPUMP/NMANTRA	LORD PUMPKIN/NECROMANTRA	1995
LR	LOGAN'S RUN	1977
LSHOT	LONGSHOT	1985-1986
LSHOT2	LONGSHOT VOL. 2	1998
LSHOT3	LONGSHOT VOL. 3 (SAVES THE MARVEL UNIVERSE)	2014
LUNATIK	LUNATIK	1995-1996
LW	LIVEWIRES	2005
M/:LG	MARVEL: LOST GENERATION	2000-2001
M/ADVSM	MARVEL ADVENTURES SPIDER-MAN	2005-2010
M/AGE	MARVEL AGE	1983-1994
M/APES	MARVEL APES	2008
M/APES DIG	MARVEL APES DIGITAL COMIC	2009
M/APES:ASM	MARVEL APES: AMAZING SPIDER-MONKEY	2009
M/APES:ESH	MARVEL APES: EVOLUTION STARTS HERE TPB	2009
M/APES:GL	MARVEL APES: GRUNT LINE SPECIAL	2009
M/APES:SB	MARVEL APES: SPEEDBALL	2009
M/ASS	MARVEL ASSISTANT-SIZED SPECTACULAR	2009
M/CE	MARVEL COLLECTOR'S EDITION	1992
M/CHL	MARVEL CHILLERS	1975-1976
M/COMICS	MARVEL COMICS	1939
M/CP	MARVEL COMICS PRESENTS	1988-1995
M/CP2	MARVEL COMICS PRESENTS VOL. 2	2007-2008
M/DF:A	MARVEL DOUBLE FEATURE: AVENGERS	1994-1995
M/DF:TS	MARVEL DOUBLE FEATURE: THUNDERSTRIKE	1994-1995
M/DIGHOL	MARVEL DIGITAL HOLIDAY SPECIAL	
M/DIVAS	MARVEL DIVAS	2009
M/DS	MARVEL DOUBLE SHOT	2003
M/EUR	MARVEL EUROPA TPB	2003
M/FAN	MARVEL FANFARE	1982-1992
M/FAN2	MARVEL FANFARE VOL. 2	1996-1997
M/FEA	MARVEL FEATURE	1971-1973
M/FEA2	MARVEL FEATURE VOL. 2	1973-1977
M/GN	MARVEL GRAPHIC NOVEL	1982-1985
M/GN:AGENT	MARVEL GRAPHIC NOVEL: RICK MASON, THE AGENT	1989
M/GN:ASMH	MARVEL GRAPHIC NOVEL: AMAZING SPIDER-MAN IN HOOKY	1985
M/GN:ASMPL	MARVEL GRAPHIC NOVEL: AMAZING SPIDER-MAN, PARALLEL LIVES	1989
M/GN:C&D	MARVEL GRAPHIC NOVEL: CLOAK AND DAGGER	1988
M/GN:C&D/PP	MARVEL GRAPHIC NOVEL: CLOAK AND DAGGER AND POWER PACK: SHELTER FROM THE STORM	1989
M/GN:DD	MARVEL GRAPHIC NOVEL: DAREDEVIL	1986
M/GN:DOOM	MARVEL GRAPHIC NOVEL: EMPEROR DOOM	1987
M/GN:DS	MARVEL GRAPHIC NOVEL: DOCTOR STRANGE INTO SHAMBALLA	1986
M/GN:DS&DOOM	MARVEL GRAPHIC NOVEL: DOCTOR STRANGE AND DOCTOR DOOM: TRIUMPH AND TORMENT	1989
M/GN:H&TG	MARVEL GRAPHIC NOVEL: HULK & THING	1987
M/GN:INHUMANS	MARVEL GRAPHIC NOVEL: INHUMANS	1988
M/GN:PAG	MARVEL GRAPHIC NOVEL: PUNISHER, ASSASSIN'S GUILD	1988
M/GN:PINT	MARVEL GRAPHIC NOVEL: PUNISHER: INTRUDER	1989
M/GN:SQS	MARVEL GRAPHIC NOVEL: SQUADRON SUPREME: DEATH OF A UNIVERSE	1989
M/GN:SSJD	MARVEL GRAPHIC NOVEL: SILVER SURFER: JUDGMENT DAY	1988
M/GN:T	MARVEL GRAPHIC NOVEL: THOR	1987
M/GN:W/NF	MARVEL GRAPHIC NOVEL: WOLVERINE/NICK FURY: SCORPIO CONNECTION	1989
M/GN:WP	MARVEL GRAPHIC NOVEL: WOLFPACK	1987
M/H&L	MARVEL HEROES & LEGENDS	1996-1997
M/HB	MARVEL HEARTBREAKERS	2010
M/HOL	MARVEL HOLIDAY SPECIAL	1991-2008
M/K	MARVEL KNIGHTS	2000-2001
M/K2	MARVEL KNIGHTS VOL. 2	2002
M/KBP2099	MARVEL KNIGHTS BLACK PANTHER 2099	2004
M/KDD2099	MARVEL KNIGHTS DAREDEVIL 2099	2004
M/KDS	MARVEL KNIGHTS DOUBLE SHOT	2002
M/KI2099	MARVEL KNIGHTS INHUMANS 2099	2004
M/KM2099	MARVEL KNIGHTS MUTANT 2099	2004
M/KP2099	MARVEL KNIGHTS PUNISHER 2099	2004
M/KSM	MARVEL KNIGHTS SPIDER-MAN	2004-2006
M/M:DDINO	MARVEL MONSTERS: DEVIL DINOSAUR	2005
M/M:FFF	MARVEL MONSTERS: FIN FANG FOUR	2005
M/M:MOTP	MARVEL MONSTERS: MONSTERS ON THE PROWL	2005
M/M:WMD	MARVEL MONSTERS: WHERE MONSTERS DWELL	2005
M/MANGA	MARVEL MANGAVERSE	2002
M/MANGA:AA	MARVEL MANGAVERSE: AVENGERS ASSEMBLE	2002
M/MANGA:ET	MARVEL MANGAVERSE: ETERNITY TWILIGHT	2002
M/MANGA:FF	MARVEL MANGAVERSE: FANTASTIC FOUR	2002
M/MANGA:GRS	MARVEL MANGAVERSE: GHOST RIDERS	2002
M/MANGA:ND	MARVEL MANGAVERSE: NEW DAWN	2002
M/MANGA:P	MARVEL MANGAVERSE: PUNISHER	2002
M/MANGA:SM	MARVEL MANGAVERSE: SPIDER-MAN	2002
M/MANGA:X	MARVEL MANGAVERSE: X-MEN	2002
M/MYSTERY	MARVEL MYSTERY COMICS	1939-1949
