1 "24-Hour Man/Emmanuel"
2 "3-D Man/Charles Chan"
3 "4-D Man/Mercurio"
4 "8-Ball/"
5 "A"
6 "A'Yin"
7 "Abbott, Jack"
8 "Abcissa"
9 "Abel"
10 "Abomination/Emil Blonsky"
11 "Abomination | Mutant"
12 "Abominatrix"
13 "Abraxas"
14 "Adam 3,031"
15 "Absalom"
16 "Absorbing Man/Carl Creel"
17 "Absorbing Man | Mutant X-Verse"
18 "Acba"
19 "Achebe, Reverend Doctor Micahel Ibn Al-Hajj"
20 "Achilles"
21 "Achilles II/Helmut"
22 "Acrobat/Carl Zante"
23 "Adam X"
24 "Adams, Cindy"
25 "Adams, Congressman Henry"
26 "Adams, George"
27 "Adams, Martha"
28 "Adams, Nicole Nikki"
29 "Adamson, Jason"
30 "Adamson, Rebecca"
31 "Admiral Protocol/"
32 "Adora"
33 "Adora Clone"
34 "Adria"
35 "Adva"
36 "Advent/Kyle Grobe"
37 "Adversary"
38 "Aegis/Trey Rollins"
39 "Aentaros"
40 "Afterlife"
41 "Agamemnon"
42 "Agamemnon II/Andrei Rostov"
43 "Agamemnon III/"
44 "Agamotto"
45 "Agarn, Capt."
46 "Aged Genghis"
47 "Agee, Dr. Aubrey"
48 "Agee, Rebecca"
49 "Agent Axis/"
50 "Agent 18/Jack Truman"
51 "Agent-X/"
52 "Aggamon"
53 "Aginar"
54 "Agon"
55 "Agony/"
56 "Aguirre, Isobel"
57 "Ahab/Rory Campbell"
58 "Ahqlau"
59 "Ahura"
60 "Ai-Chia"
61 "Ainet"
62 "Air Walker/Arlo Samuelson"
63 "Air-Walker/Gabriel Lan"
64 "Airborne/"
65 "Aireo/Aeolus [Inhuman]"
66 "Ajak/Tecumotzin [Eternal]"
67 "Ajax"
68 "Ajax II"
69 "Ajes'Ha"
70 "Akafe"
71 "Akulia"
72 "Akutagawa, Osamu"
73 "Al-Khalad"
74 "Alanya"
75 "Alberik"
76 "Albert"
77 "Albino/Dr. Augusta S"
78 "Albuquerque, Jeremia"
79 "Alchemy/Thomas Jones"
80 "Alden, Prof. Meredit"
81 "Alegria, Richie"
82 "Alexander, Caleb"
83 "Alexander, Carrie"
84 "Alfy"
85 "Alioth"
86 "Alist"
87 "Alistro"
88 "Allen, Terry"
89 "Alouette, Genard"
90 "Alpha"
91 "Alraune, Marlene"
92 "Alvarez, Carly"
93 "Alvarez, Paul"
94 "Alvarez, Felix"
95 "Amazo-Maxi-woman/"
96 "Amazon"
97 "Amenhotep"
98 "American Eagle II/Janes Dore"
99 "American Eagle III/Jason Strongbow"
100 "American Samurai/"
101 "Americop/"
102 "Amiko"
103 "Aminedi"
104 "Ampere/"
105 "Ampharon"
106 "Amphibian/Kingley Ri"
107 "Amphibius"
108 "Anaconda/Blanche Sit"
109 "Anais"
110 "Anak"
111 "Analyzer"
112 "Anami, Hiroshi"
113 "Ananastasia/Anna"
114 "Anarchist/Tike Alicar"
115 "Ancestor/"
116 "Ancient One"
117 "Ancient One/Baron Mordo | Mutant X-Verse"
118 "Anders, Joshua Richie"
119 "Anderson, Baxter"
120 "Anderson, Charles"
121 "Anderson, Chet"
122 "Anderson, Chief Magi"
123 "Anderson, Gina"
124 "Anderson, Marjorie"
125 "Anderson, Nicky"
126 "Anderssen, Tanya"
127 "Andrews, Daryl Troop"
128 "Andromeda/Andromeda Attumasen [Atlantean]"
129 "Andros"
130 "Andwella"
131 "Anelle"
132 "Angar The Screamer/David Angar"
133 "Angel/Warren Kenneth Worthington III"
134 "Angel 2013"
135 "Angel II/Thomas Halloway"
136 "Angel III/Halloway"
137 "Angel IV"
138 "Angel Doppelganger"
139 "Angelopoulos, Angel "
140 "Angkor"
141 "Angler"
142 "Angstrom, Earl"
143 "Anielle"
144 "Animator/Dr. Fredric"
145 "Animator II/"
146 "Animus"
147 "Annalee"
148 "Annihilus"
149 "Anomaly"
150 "Anomaly III"
151 "Anon, Lord"
152 "Answer"
153 "Answer II/David Ferr"
154 "Ant-Man/Dr. Henry J."
155 "Ant-Man II/Scott Har"
156 "Anteus"
157 "Anthromorpho"
158 "Anti-Phoenix"
159 "Anti-Vision"
160 "Antibody"
161 "Antiquary/"
162 "Antoinette, Marie"
163 "Antoro"
164 "Antro"
165 "Anubar, Anwar"
166 "Anubia"
167 "Anvil/Johnny Anvil"
168 "Ape/"
169 "Ape Man/Gordon Monk "
170 "Ape Man II/Roy Mcvey"
171 "Ape-X/Xina"
172 "Apocalypse/En Sabah Nur"
173 "Apocalypse | Mutant X-Verse"
174 "Apocryphus"
175 "Apollo [Greek God]"
176 "Apostate"
177 "Appalla"
178 "Applebaum, Phantasy"
179 "Aquarian/Wundarr"
180 "Aquarius/Darren Bent"
181 "Aquarius II/"
182 "Aquarius III/"
183 "Arabian Knight/Abdul"
184 "Arachne"
185 "Aragorn"
186 "Araki [Shi'Ar]"
187 "Araki II"
188 "Arbogast, Bambi"
189 "Arcade/"
190 "Arcadius"
191 "Arcanna/Arcanna Jone"
192 "Archaeopteryx/Tonaja"
193 "Archer/Jude Black"
194 "Archer, Ulysses Sams"
195 "Arclight/Phillipa Sontag"
196 "Arcturus"
197 "Ares [Greek God]"
198 "Arex"
199 "Argos"
200 "Argosy, Herve"
201 "Aria"
202 "Ariane"
203 "Arides"
204 "Ariel II"
205 "Aries/Marcus Lassite"
206 "Aries II/Grover Raym"
207 "Aries III/"
208 "Arishem [Celestial]"
209 "Arize"
210 "Arkanian, Glib"
211 "Arko"
212 "Arkon"
213 "Arlington, Dr. Marcu"
214 "Arlisse"
215 "Armada"
216 "Armada II/"
217 "Armadillo/Antonio Ro"
218 "Armageddon"
219 "Armageddon Man"
220 "Armand"
221 "Armaros"
222 "Armaziel"
223 "Armbruster, Colonel "
224 "Arms Merchant/Andrea"
225 "Armstrong, ?"
226 "Armstrong, Myra"
227 "Arnstrom"
228 "Aron [Watcher]"
229 "Arranger/"
230 "Arsenal"
231 "Arsenal II"
232 "Arsenic"
233 "Artemis"
234 "Arvak"
235 "Aryan"
236 "Asano"
237 "Asbery, Shamari"
238 "Asbestos Lady"
239 "Ash, Brandy"
240 "Ashema [Celestial]"
241 "Asher, Carl"
242 "Asher, Donna"
243 "Asher, Michael"
244 "Ashur"
245 "Askani"
246 "Asmodeus"
247 "Asp II/Cleo"
248 "Assault/"
249 "Astarte"
250 "Aster, Lucian"
251 "Astra"
252 "Astra II"
253 "Astrologer/"
254 "Astronomer"
255 "Astrovik, Arnold"
256 "Astrovik, Norma"
257 "Asylum/"
258 "Asylum II/Henrique M"
259 "Atalanta"
260 "Athena [Greek God]"
261 "Atkinson, Maj. Edmon"
262 "Atlas"
263 "Atlas III"
264 "Atom Smasher/"
265 "Atom Smasher II/"
266 "Atom-Smasher/"
267 "Ator, General"
268 "Attractive Lad/Aundr"
269 "Attuma"
270 "August Personage In "
271 "Auntie Freeze/"
